45,0.473,0.777,0.818181818,0.792461538,1,0.059,0.119,0.0000787,0.671,0.221,0.518741667,0.5,0.083333333,1
46,0.478,0.684,0.181818182,0.680846154,1,0.0327,0.0777,0.0000068,0.102,0.0593,0.449483333,0.5,0.083333333,1
47,0.376,0.696,0,0.708846154,0,0.0949,0.141,0,0.11,0.299,0.795958333,0.5,0.083333333,1
48,0.358,0.557,0.909090909,0.507846154,1,0.059,0.695,0,0.0902,0.475,0.092025,0.5,0.083333333,1
49,0.546,0.311,0.090909091,0.277230769,1,0.0288,0.818,0.0000165,0.107,0.263,0.6122,0.5,0.083333333,1
50,0.585,0.303,0.363636364,0.303230769,1,0.0398,0.694,0,0.115,0.144,0.522525,0,0,1
51,0.7,0.598,0.181818182,0.478230769,1,0.114,0.0369,0,0.111,0.635,0.717008333,0.5,0.083333333,1
52,0.657,0.737,0,0.869846154,0,0.0446,0.02,0,0.0979,0.585,0.5822,0.5,0.083333333,1
53,0.466,0.759,0.727272727,0.694,0,0.199,0.0521,0,0.0587,0.341,0.716941667,0.5,0.083333333,1
54,0.669,0.832,0,0.636923077,1,0.0682,0.0106,0,0.0968,0.714,0.325291667,0.5,0.083333333,1
55,0.638,0.826,0.727272727,0.694769231,1,0.0479,0.139,0,0.0803,0.645,0.417266667,0.5,0.083333333,1
56,0.755,0.832,0.181818182,0.866076923,0,0.116,0.0746,0.00000127,0.291,0.719,0.3836,0.5,0.083333333,1
57,0.209,0.412,0,0.328230769,1,0.0443,0.172,0.15,0.0843,0.154,0.102166667,0,0,1
58,0.587,0.622,0.363636364,0.651153846,1,0.0303,0.0927,0.000636,0.2,0.225,0.282858333,0.5,0.083333333,1
59,0.583,0.836,1,0.687230769,1,0.191,0.00381,0,0.31,0.521,0.416008333,0.5,0.083333333,1
60,0.851,0.806,0.363636364,0.721538462,1,0.0787,0.118,0.00000164,0.121,0.77,0.374991667,0.5,0.083333333,1
61,0.638,0.656,0.454545455,0.624153846,1,0.0357,0.188,0,0.146,0.217,0.2503,0.5,0.083333333,1
62,0.731,0.603,0.727272727,0.488,1,0.0378,0.645,0.011,0.147,0.637,0.191441667,0.5,0.083333333,1
63,0.609,0.378,0.363636364,0.320923077,1,0.438,0.835,0,0.28,0.529,0.22015,0.5,0.083333333,1
64,0.495,0.599,0,0.710769231,1,0.0271,0.117,0,0.0667,0.37,0.066775,0.5,0.083333333,1
65,0.741,0.742,0.363636364,0.709692308,1,0.0395,0.0169,0,0.293,0.507,0.30015,0.5,0.083333333,1
66,0.714,0.868,0.454545455,0.723384615,0,0.0363,0.0551,0,0.0987,0.8,0.175416667,0.5,0.083333333,1
67,0.686,0.688,0.545454545,0.693769231,0,0.0254,0.39,0.00000103,0.0924,0.482,0.409375,0.5,0.083333333,1
68,0.534,0.485,0.818181818,0.458076923,1,0.0467,0.537,0.00000179,0.104,0.102,0.057691667,0.5,0.083333333,1
69,0.72,0.763,0.818181818,0.735153846,1,0.0518,0.0167,0,0.291,0.666,0.450433333,0.5,0.083333333,1
70,0.706,0.801,0.454545455,0.589769231,1,0.0399,0.00577,0,0.0822,0.633,0.216775,0.5,0.083333333,1
71,0.502,0.4,0.636363636,0.023307692,0,0.0294,0.856,0.000375,0.333,0.421,0.443183333,0.5,0.083333333,1
72,0.541,0.459,0.363636364,0.274384615,0,0.0297,0.189,0.0274,0.099,0.807,0.809708333,0.5,0.083333333,1
73,0.652,0.877,0.090909091,0.847230769,1,0.0465,0.0227,0,0.0789,0.499,0.370758333,0.5,0.083333333,1
74,0.778,0.547,0.181818182,0.517461538,1,0.0489,0.346,0.000302,0.132,0.444,0.175016667,0.5,0.083333333,1
75,0.748,0.735,0.454545455,0.758769231,0,0.134,0.0246,0,0.22,0.382,0.466841667,0.5,0.083333333,0
76,0.509,0.538,0.636363636,0.512692308,1,0.0572,0.385,0,0.104,0.242,0.009075,0.5,0.083333333,1
77,0.614,0.379,0.363636364,0.270769231,1,0.0476,0.607,0.000464,0.0986,0.198,0.283241667,0.5,0.083333333,1
78,0.671,0.939,0.727272727,0.830307692,1,0.161,0.192,0,0.298,0.533,0.458525,0.5,0.083333333,0
79,0.609,0.793,0.090909091,0.658538462,0,0.0355,0.00225,0,0.111,0.567,0.150216667,0.5,0.083333333,0
80,0.697,0.467,0.818181818,0.497230769,1,0.0715,0.248,0,0.0941,0.581,0.067341667,0.5,0.083333333,1
81,0.609,0.923,0.818181818,0.776307692,1,0.0338,0.16,0.00000473,0.295,0.96,0.349966667,0.5,0.083333333,0
82,0.27,0.275,0,0.280230769,1,0.0356,0.834,0,0.146,0.229,0.788775,0.5,0.083333333,1
83,0.556,0.517,0.818181818,0.402384615,1,0.0287,0.307,0.00115,0.077,0.779,0.799483333,0.5,0.083333333,1
84,0.793,0.832,0.090909091,0.702923077,0,0.0406,0.236,0.0000112,0.202,0.878,0.280508333,0.5,0.083333333,0
85,0.748,0.788,0.090909091,0.534230769,1,0.0334,0.0591,0,0.0863,0.884,0.383966667,0.5,0.083333333,1
86,0.951,0.597,0,0.719153846,0,0.0669,0.104,0,0.0718,0.83,0.4252,0.5,0.083333333,0
87,0.867,0.857,0.818181818,0.623692308,1,0.0663,0.13,0.00171,0.13,0.392,0.467066667,0.5,0.083333333,0
88,0.748,0.524,0.727272727,0.646230769,1,0.0338,0.414,0,0.111,0.635,0.175083333,0.5,0.083333333,1
89,0.685,0.474,0,0.376538462,1,0.0313,0.779,0.00000123,0.149,0.366,0.049925,0.5,0.083333333,1
90,0.702,0.77,0.818181818,0.660307692,0,0.0482,0.124,0,0.103,0.591,0.282925,0.5,0.083333333,0
91,0.356,0.567,0,0.537615385,0,0.0798,0.0861,0,0.137,0.116,0.512941667,1,0.166666667,0
92,0.713,0.746,0,0.693076923,1,0.259,0.0402,0,0.601,0.452,0.508508333,0.5,0.083333333,1
93,0.657,0.588,0.727272727,0.615,1,0.0272,0.0252,0,0.087,0.116,0.36685,0.5,0.083333333,1
94,0.497,0.624,1,0.379615385,1,0.0825,0.261,0.00000231,0.119,0.923,0.841725,0.5,0.083333333,1
95,0.376,0.662,0,0.605846154,1,0.057,0.175,0.000691,0.203,0.237,0.276741667,0.5,0.083333333,1
96,0.484,0.731,0.090909091,0.562,1,0.0379,0.431,0,0.151,0.5,0.23045,0.5,0.083333333,1
97,0.454,0.827,1,0.786615385,1,0.0398,0.328,0,0.226,0.317,0.173058333,0.5,0.083333333,1
98,0.626,0.532,0.818181818,0.522692308,1,0.0276,0.296,0,0.123,0.337,0.4673,0.5,0.083333333,0
99,0.689,0.481,0.909090909,0.499769231,1,0.0815,0.369,0.00000103,0.0649,0.266,0.050208333,0.5,0.083333333,1
