20,0.576,0.766,0.9091,0.696692308,0,0.449,0.028,0.00000168,0.366,0.25,0.590275,0.5,0.5,0,1
21,0.322,0.28,0.5455,0.356384615,0,0.0281,0.468,0.0000011,0.102,0.164,0.098283333,0.5,1,0,1
22,0.774,0.764,0.3636,0.658076923,0,0.0518,0.156,0,0.0383,0.909,0.374975,0.5,0.6667,0,1
23,0.625,0.613,0.5455,0.615,0,0.173,0.0209,0,0.0286,0.759,0.183616667,0.5,0.8333,0,1
24,0.646,0.431,0.5455,0.421769231,1,0.0262,0.637,0.00000699,0.113,0.298,0.133616667,0.5,0.1667,0,1
25,0.589,0.227,0.1818,0,1,0.0498,0.64,0.00469,0.0248,0.178,0.008275,0.5,0.1667,1,0
26,0.642,0.289,0.8182,0.314,1,0.0367,0.669,0,0.18,0.388,0.091633333,0.5,0.1667,1,0
27,0.785,0.674,0.6364,0.774153846,1,0.043,0.208,0,0.285,0.843,0.267141667,0.5,0.6667,1,0
28,0.746,0.922,0.9091,0.691230769,1,0.236,0.246,0,0.515,0.617,0.108008333,0.5,0.5,0,1
29,0.529,0.496,0.6364,0.384076923,1,0.029,0.173,0,0.251,0.276,0.523825,0.5,0.6667,0,1
30,0.383,0.861,0.3636,0.860307692,0,0.0777,0.0038,0,0.11,0.481,0.8507,0.5,1,0,1
31,0.624,0.953,0.3636,0.876769231,0,0.104,0.113,0.000128,0.657,0.724,0.633266667,0.5,0.3333,0,1
32,0.746,0.873,0.6364,0.784384615,1,0.128,0.0244,0,0.354,0.808,0.617291667,0.5,0.5,0,1
33,0.636,0.836,0.7273,0.845846154,1,0.0427,0.00609,0.000157,0.0828,0.723,0.549633333,0.5,0.3333,0,1
35,0.453,0.975,0.6364,0.840461538,1,0.291,0.0518,0.00000157,0.223,0.157,0.459783333,0.5,0.5,0,1
36,0.754,0.933,0,0.631846154,1,0.0448,0.0199,0,0.297,0.735,0.249933333,0.5,0.5,0,1
37,0.733,0.71,0.4545,0.627,0,0.0292,0.145,0.115,0.0956,0.963,0.449791667,0.5,0.3333,0,1
38,0.672,0.738,0,0.535,1,0.0506,0.0178,0.0000675,0.0927,0.401,0.282816667,0.5,0.3333,0,1
39,0.378,0.638,0.9091,0.648,1,0.075,0.02,0.0000766,0.0849,0.762,0.917383333,0.5,0.3333,0,1
40,0.862,0.515,0,0.544076923,1,0.0359,0.542,0.000113,0.0987,0.751,0.458791667,0.5,0.3333,0,1
41,0.488,0.487,0.3636,0.586846154,1,0.0307,0.577,0,0.193,0.235,0.027866667,0.5,0.3333,1,0
42,0.456,0.67,0.6364,0.676,1,0.0574,0.588,0,0.116,0.401,0.455266667,0.5,1,0,1
43,0.623,0.417,0,0.407769231,1,0.0354,0.296,0,0.135,0.717,0.466933333,0.5,0.1667,1,0
44,0.561,0.674,0.0909,0.446076923,1,0.0436,0.392,0.000176,0.471,0.562,0.283116667,0.5,0.3333,0,1
45,0.473,0.777,0.8182,0.792461538,1,0.059,0.119,0.0000787,0.671,0.221,0.518741667,0.5,0.3333,0,1
46,0.478,0.684,0.1818,0.680846154,1,0.0327,0.0777,0.0000068,0.102,0.0593,0.449483333,0.5,0.8333,0,1
47,0.376,0.696,0,0.708846154,0,0.0949,0.141,0,0.11,0.299,0.795958333,0.5,0.6667,0,1
48,0.358,0.557,0.9091,0.507846154,1,0.059,0.695,0,0.0902,0.475,0.092025,0.5,0.6667,1,0
49,0.546,0.311,0.0909,0.277230769,1,0.0288,0.818,0.0000165,0.107,0.263,0.6122,0.5,0.3333,0,1
50,0.585,0.303,0.3636,0.303230769,1,0.0398,0.694,0,0.115,0.144,0.522525,0,0.1667,1,0
51,0.7,0.598,0.1818,0.478230769,1,0.114,0.0369,0,0.111,0.635,0.717008333,0.5,0.8333,0,1
52,0.657,0.737,0,0.869846154,0,0.0446,0.02,0,0.0979,0.585,0.5822,0.5,0.6667,0,1
53,0.466,0.759,0.7273,0.694,0,0.199,0.0521,0,0.0587,0.341,0.716941667,0.5,0.6667,1,0
54,0.669,0.832,0,0.636923077,1,0.0682,0.0106,0,0.0968,0.714,0.325291667,0.5,0.6667,0,1
55,0.638,0.826,0.7273,0.694769231,1,0.0479,0.139,0,0.0803,0.645,0.417266667,0.5,0.6667,0,1
56,0.755,0.832,0.1818,0.866076923,0,0.116,0.0746,0.00000127,0.291,0.719,0.3836,0.5,0.6667,0,1
57,0.209,0.412,0,0.328230769,1,0.0443,0.172,0.15,0.0843,0.154,0.102166667,0,0.3333,1,0
58,0.587,0.622,0.3636,0.651153846,1,0.0303,0.0927,0.000636,0.2,0.225,0.282858333,0.5,0.6667,0,1
59,0.583,0.836,1,0.687230769,1,0.191,0.00381,0,0.31,0.521,0.416008333,0.5,0.6667,0,1
60,0.851,0.806,0.3636,0.721538462,1,0.0787,0.118,0.00000164,0.121,0.77,0.374991667,0.5,0.6667,0,1
61,0.638,0.656,0.4545,0.624153846,1,0.0357,0.188,0,0.146,0.217,0.2503,0.5,0.6667,1,0
62,0.731,0.603,0.7273,0.488,1,0.0378,0.645,0.011,0.147,0.637,0.191441667,0.5,0.1667,0,1
63,0.609,0.378,0.3636,0.320923077,1,0.438,0.835,0,0.28,0.529,0.22015,0.5,0.6667,0,1
64,0.495,0.599,0,0.710769231,1,0.0271,0.117,0,0.0667,0.37,0.066775,0.5,0.6667,0,1
65,0.741,0.742,0.3636,0.709692308,1,0.0395,0.0169,0,0.293,0.507,0.30015,0.5,0.6667,1,0
66,0.714,0.868,0.4545,0.723384615,0,0.0363,0.0551,0,0.0987,0.8,0.175416667,0.5,0.6667,0,1
67,0.686,0.688,0.5455,0.693769231,0,0.0254,0.39,0.00000103,0.0924,0.482,0.409375,0.5,0.6667,0,1
68,0.534,0.485,0.8182,0.458076923,1,0.0467,0.537,0.00000179,0.104,0.102,0.057691667,0.5,0.6667,0,1
69,0.72,0.763,0.8182,0.735153846,1,0.0518,0.0167,0,0.291,0.666,0.450433333,0.5,0.6667,0,1
70,0.706,0.801,0.4545,0.589769231,1,0.0399,0.00577,0,0.0822,0.633,0.216775,0.5,0.6667,0,1
71,0.502,0.4,0.6364,0.023307692,0,0.0294,0.856,0.000375,0.333,0.421,0.443183333,0.5,0.1667,0,1
72,0.541,0.459,0.3636,0.274384615,0,0.0297,0.189,0.0274,0.099,0.807,0.809708333,0.5,0.1667,0,1
73,0.652,0.877,0.0909,0.847230769,1,0.0465,0.0227,0,0.0789,0.499,0.370758333,0.5,0.6667,0,1
74,0.778,0.547,0.1818,0.517461538,1,0.0489,0.346,0.000302,0.132,0.444,0.175016667,0.5,0.6667,0,1
75,0.748,0.735,0.4545,0.758769231,0,0.134,0.0246,0,0.22,0.382,0.466841667,0.5,0.5,0,1
76,0.509,0.538,0.6364,0.512692308,1,0.0572,0.385,0,0.104,0.242,0.009075,0.5,0.6667,0,1
77,0.614,0.379,0.3636,0.270769231,1,0.0476,0.607,0.000464,0.0986,0.198,0.283241667,0.5,0.6667,1,0
78,0.671,0.939,0.7273,0.830307692,1,0.161,0.192,0,0.298,0.533,0.458525,0.5,0.5,0,1
79,0.609,0.793,0.0909,0.658538462,0,0.0355,0.00225,0,0.111,0.567,0.150216667,0.5,0.6667,0,1
80,0.697,0.467,0.8182,0.497230769,1,0.0715,0.248,0,0.0941,0.581,0.067341667,0.5,0.8333,0,1
81,0.609,0.923,0.8182,0.776307692,1,0.0338,0.16,0.00000473,0.295,0.96,0.349966667,0.5,0.6667,0,1
82,0.27,0.275,0,0.280230769,1,0.0356,0.834,0,0.146,0.229,0.788775,0.5,0.6667,0,1
83,0.556,0.517,0.8182,0.402384615,1,0.0287,0.307,0.00115,0.077,0.779,0.799483333,0.5,0.6667,1,0
84,0.793,0.832,0.0909,0.702923077,0,0.0406,0.236,0.0000112,0.202,0.878,0.280508333,0.5,0.6667,0,1
85,0.748,0.788,0.0909,0.534230769,1,0.0334,0.0591,0,0.0863,0.884,0.383966667,0.5,0.6667,1,0
86,0.951,0.597,0,0.719153846,0,0.0669,0.104,0,0.0718,0.83,0.4252,0.5,0.8333,0,1
87,0.867,0.857,0.8182,0.623692308,1,0.0663,0.13,0.00171,0.13,0.392,0.467066667,0.5,0.6667,1,0
88,0.748,0.524,0.7273,0.646230769,1,0.0338,0.414,0,0.111,0.635,0.175083333,0.5,0.6667,1,0
89,0.685,0.474,0,0.376538462,1,0.0313,0.779,0.00000123,0.149,0.366,0.049925,0.5,0.3333,0,1
90,0.702,0.77,0.8182,0.660307692,0,0.0482,0.124,0,0.103,0.591,0.282925,0.5,0.8333,0,1
91,0.356,0.567,0,0.537615385,0,0.0798,0.0861,0,0.137,0.116,0.512941667,1,0.8333,0,1
92,0.713,0.746,0,0.693076923,1,0.259,0.0402,0,0.601,0.452,0.508508333,0.5,0.5,0,1
93,0.657,0.588,0.7273,0.615,1,0.0272,0.0252,0,0.087,0.116,0.36685,0.5,0.6667,0,1
94,0.497,0.624,1,0.379615385,1,0.0825,0.261,0.00000231,0.119,0.923,0.841725,0.5,0.6667,1,0
95,0.376,0.662,0,0.605846154,1,0.057,0.175,0.000691,0.203,0.237,0.276741667,0.5,1,0,1
96,0.484,0.731,0.0909,0.562,1,0.0379,0.431,0,0.151,0.5,0.23045,0.5,0.3333,0,1
97,0.454,0.827,1,0.786615385,1,0.0398,0.328,0,0.226,0.317,0.173058333,0.5,0.6667,1,0
98,0.626,0.532,0.8182,0.522692308,1,0.0276,0.296,0,0.123,0.337,0.4673,0.5,0.6667,1,0
99,0.689,0.481,0.9091,0.499769231,1,0.0815,0.369,0.00000103,0.0649,0.266,0.050208333,0.5,0.5,0,1
101,0.47,0.431,0.4545,0.605461538,0,0.0342,0.329,0,0.0854,0.293,0.699833333,0.5,0.6667,0,1
102,0.603,0.67,0.1818,0.778307692,0,0.0249,0.00408,0.00000166,0.112,0.451,0.283291667,0.5,0.6667,0,1
103,0.376,0.81,0,0.769,1,0.166,0.0844,0,0.073,0.334,0.415908333,0.5,0.6667,1,0
104,0.321,0.754,0,0.635923077,1,0.292,0.0298,0,0.11,0.424,0.9814,0.5,0.6667,1,0
105,0.595,0.507,0.6364,0.469846154,1,0.0618,0.732,0.0000197,0.106,0.348,0.100825,0.5,0.8333,1,0
106,0.677,0.604,0.6364,0.667692308,1,0.0385,0.0612,0,0.353,0.299,0.500433333,0,0.6667,1,0
107,0.688,0.853,0.9091,0.629692308,1,0.0493,0.386,0,0.0862,0.734,0.249941667,0.5,0.6667,1,0
108,0.432,0.637,1,0.776538462,1,0.0475,0.416,0,0.113,0.179,0.403283333,0.5,0.8333,0,1
109,0.508,0.72,1,0.622461538,0,0.0628,0.272,0,0.0563,0.476,0.049858333,0.5,0.6667,0,1
110,0.743,0.766,0,0.586538462,1,0.0265,0.0873,0,0.509,0.622,0.449666667,0.5,0.6667,1,0
111,0.637,0.843,0.4545,0.660538462,1,0.0432,0.0151,0,0.0876,0.441,0.291766667,0.5,0.6667,1,0
112,0.63,0.928,0.8182,0.862538462,0,0.0331,0.199,0.124,0.148,0.46,0.416358333,0.5,0.6667,1,0
113,0.662,0.693,0.2727,0.746307692,1,0.0698,0.134,0,0.145,0.652,0.100075,0.5,0.6667,0,1
114,0.823,0.563,0.5455,0.685,1,0.0443,0.0399,0,0.0851,0.67,0.200258333,0.5,0.5,1,0
115,0.457,0.573,0.4545,0.779538462,0,0.0275,0.578,0.00000305,0.114,0.0913,0.018275,0.5,0.8333,0,1
116,0.349,0.348,0.2727,0.604461538,1,0.0316,0.726,0,0.12,0.09,0.004508333,0.5,1,0,1
117,0.525,0.475,0.8182,0.560461538,1,0.0377,0.58,0,0.115,0.239,0.449608333,0.5,0.6667,0,1
118,0.449,0.585,0.4545,0.556769231,1,0.0268,0.0522,0.0000849,0.0833,0.204,0.546891667,0.5,0.3333,1,0
119,0.56,0.442,0.4545,0.521230769,1,0.0243,0.727,0.0000171,0.11,0.21,0.603733333,0.5,0.3333,0,1
120,0.485,0.619,0.4545,0.529615385,0,0.0289,0.0941,0.00000331,0.109,0.424,0.533475,0.5,0.3333,1,0
121,0.791,0.619,0.0909,0.624153846,1,0.0532,0.00784,0.00423,0.351,0.376,0.249908333,0.5,0.5,1,0
122,0.923,0.535,0.8182,0.511307692,0,0.301,0.161,0,0.103,0.73,0.499516667,0.5,0.5,1,0
123,0.641,0.176,0.5455,0.177538462,1,0.0349,0.638,0.00000514,0.252,0.307,0.016925,0.5,0.1667,0,1
124,0.825,0.652,0.0909,0.832076923,0,0.0802,0.581,0,0.0931,0.933,0.183141667,0.5,0.6667,1,0
125,0.781,0.445,0.1818,0.610692308,1,0.0295,0.474,0,0.184,0.584,0.04165,0.5,0.1667,0,1
126,0.682,0.795,0.7273,0.602307692,0,0.0367,0.0297,0.0391,0.131,0.776,0.3834,0.5,0.6667,1,0
127,0.516,0.874,0.8182,0.879153846,1,0.186,0.0864,0,0.173,0.386,0.796341667,0,0.5,1,0
128,0.854,0.954,0,0.985769231,0,0.246,0.543,0,0.201,0.669,0.338408333,1,0.5,0,1
129,0.803,0.585,0.7273,0.626076923,1,0.0432,0.103,0.00000394,0.0644,0.588,0.258475,0.5,0.6667,1,0
130,0.209,0.418,0.2727,0.404615385,1,0.0338,0.163,0.00195,0.113,0.122,0.535541667,0.5,0.3333,0,1
131,0.688,0.702,0.6364,0.708307692,0,0.0499,0.0215,0,0.128,0.731,0.166716667,0.5,0.6667,0,1
132,0.757,0.672,0,0.575076923,0,0.0955,0.0186,0,0.158,0.389,0.316633333,0.5,0.6667,1,0
133,0.405,0.404,0.5455,0.388153846,0,0.208,0.682,0,0.0962,0.261,0.871075,0.5,0.1667,1,0
134,0.26,0.719,0.4545,0.710384615,1,0.0364,0.048,0,0.454,0.4,0.708933333,0.5,1,0,1
135,0.785,0.254,0.3636,0.436538462,1,0.0413,0.61,0,0.118,0.718,0.215441667,0.5,0.1667,0,1
136,0.77,0.787,0.9091,0.738307692,0,0.113,0.0482,0,0.108,0.696,0.425108333,0.5,1,1,0
137,0.327,0.71,0.2727,0.851692308,1,0.0547,0.202,0.00009,0.28,0.375,0.879675,0.5,0.3333,1,0
138,0.507,0.923,0,0.647615385,1,0.173,0.0818,0.00000463,0.0951,0.768,0.210433333,0.5,0.3333,1,0
139,0.814,0.373,0.6364,0.460230769,1,0.116,0.602,0.0000175,0.0931,0.617,0.337916667,0.5,0.1667,0,1
140,0.898,0.406,1,0.575615385,1,0.0385,0.593,0.0000132,0.0906,0.544,0.200491667,0.5,0.1667,0,1
141,0.686,0.457,1,0.436769231,1,0.0468,0.595,0,0.105,0.711,0.641275,0.5,0.6667,0,1
142,0.579,0.363,0.6364,0,1,0.0308,0.306,0.00692,0.111,0.0767,0.199625,0.5,0.1667,0,1
143,0.73,0.848,0.4545,0.672153846,0,0.101,0.0494,0,0.133,0.532,0,0.5,0.6667,0,1
144,0.59,0.578,0.9091,0.630923077,0,0.0528,0.612,0.000162,0.0837,0.262,0.063858333,0.5,1,1,0
145,0.791,0.754,0,0.790076923,1,0.0569,0.00446,0,0.163,0.417,0.425116667,0.5,0.6667,1,0
146,0.524,0.878,0.4545,0.837846154,0,0.0346,0.0012,0,0.098,0.585,0.474908333,0.5,0.6667,1,0
147,0.48,0.749,0.2727,0.649769231,1,0.0282,0.0839,0.00128,0.111,0.334,0.183458333,0.5,0.3333,0,1
148,0.43,0.587,0.8182,0.461307692,1,0.0348,0.654,0.0000883,0.158,0.324,0.683383333,0.5,0.3333,0,1
149,0.431,0.87,0,0.539,0,0.435,0.00566,0,0.304,0.724,0.420366667,0.5,0.6667,1,0
150,0.668,0.659,1,0.599461538,1,0.0403,0.000162,0.00000315,0.119,0.325,0.6666,0.5,0.6667,1,0
151,0.709,0.861,0.6364,0.753692308,1,0.335,0.117,0,0.18,0.773,0.466841667,0.5,0.6667,1,0
152,0.583,0.786,0.1818,0.835230769,0,0.0301,0.0208,0,0.188,0.556,0.408766667,0.5,0.6667,0,1
153,0.784,0.498,0.0909,0.540230769,1,0.0533,0.00248,0.00000123,0.224,0.425,0.583,0.5,0.5,1,0
154,0.765,0.473,0.9091,0.628538462,1,0.0514,0.287,0,0.391,0.343,0.383266667,0.5,0.6667,0,1
155,0.686,0.683,0.1818,0.710076923,1,0.194,0.221,0,0.234,0.272,0.532683333,0.5,0.6667,1,0
156,0.608,0.798,0.5455,0.685230769,0,0.0432,0.0736,0,0.156,0.488,0.157858333,0.5,0.6667,1,0
157,0.783,0.623,0.6364,0.605692308,1,0.08,0.338,0,0.0975,0.447,0.217066667,0.5,0.6667,1,0
158,0.717,0.817,0.4545,0.814076923,0,0.0319,0.0627,0,0.0833,0.654,0.158316667,0.5,0.6667,1,0
159,0.615,0.733,0.7273,0.707076923,1,0.0335,0.152,0,0.109,0.803,0.404833333,0.5,0.6667,0,1
160,0.663,0.713,0.6364,0.565615385,0,0.112,0.0353,0.00000768,0.0843,0.684,0.233041667,0.5,0.6667,1,0
161,0.652,0.698,0.9091,0.717923077,0,0.042,0.00112,0.000115,0.0886,0.477,0.183508333,0.5,0.6667,1,0
162,0.336,0.602,0.3636,0.588153846,1,0.0325,0.0635,0,0.141,0.288,0.725083333,0.5,0.6667,0,1
163,0.526,0.882,0.8182,0.768769231,1,0.0509,0.0014,0,0.144,0.412,0.591516667,0.5,0.6667,1,0
164,0.47,0.92,0.7273,0.780384615,1,0.0617,0.00563,0,0.349,0.714,0.674308333,0.5,0.3333,0,1
165,0.493,0.808,0.4545,0.818076923,0,0.0362,0.000235,0,0.0983,0.369,0.366425,0.5,1,0,1
166,0.687,0.409,0.8182,0.480692308,1,0.0311,0.71,0,0.126,0.17,0.315508333,0.5,0.1667,0,1
167,0.614,0.873,1,0.588230769,1,0.0616,0.000204,0.504,0.346,0.615,0.48395,0.5,1,0,1
168,0.721,0.867,1,0.746,1,0.196,0.29,0.00000287,0.503,0.659,0.441941667,0.5,0.6667,1,0
169,0.676,0.671,0.6364,0.591692308,1,0.0386,0.00182,0,0.0671,0.402,0.410191667,0.5,1,0,1
170,0.346,0.916,0,0.800923077,1,0.0703,0.0331,0.00000382,0.117,0.259,0.750041667,0.5,1,0,1
171,0.412,0.844,0.1818,0.645153846,1,0.037,0.00214,0,0.134,0.439,0.8371,0.5,1,0,1
172,0.492,0.859,0.3636,0.748153846,1,0.0332,0.0659,0,0.0756,0.263,0.15395,0.5,0.6667,0,1
173,0.513,0.661,0.2727,0.553846154,1,0.0439,0.0274,0,0.118,0.463,0.884316667,0.5,0.6667,1,0
174,0.7,0.695,0.6364,0.694384615,1,0.0897,0.00629,0,0.0319,0.607,0.400233333,0.5,0.6667,0,1
175,0.57,0.654,0.6364,0.710538462,1,0.0346,0.0389,0,0.361,0.445,0.149833333,0.5,0.6667,0,1
176,0.82,0.731,0.8182,0.613846154,1,0.159,0.0133,0.0000194,0.131,0.805,0.4423,0.5,0.5,1,0
177,0.36,0.505,0.6364,0.374692308,1,0.026,0.0626,0.0000922,0.172,0.311,0.006725,0.5,1,0,1
178,0.645,0.713,0.5455,0.665,1,0.0393,0.00835,0,0.113,0.58,0.008241667,0.5,0.6667,1,0
179,0.671,0.314,0.4545,0.454538462,0,0.244,0.11,0,0.0825,0.295,0.307483333,0.5,0.8333,1,0
180,0.579,0.268,0.1818,0.642307692,1,0.0442,0.868,0,0.12,0.332,1,0.5,0.1667,0,1
181,0.673,0.614,1,0.768615385,0,0.0308,0.0225,0,0.212,0.451,0.199991667,0.5,0.6667,1,0
182,0.683,0.797,0.9091,0.762692308,0,0.246,0.107,0,0.114,0.768,0.0743,0.5,0.6667,1,0
183,0.628,0.698,0.5455,0.645538462,0,0.105,0.0472,0.00143,0.0907,0.73,0.133133333,0.5,0.6667,1,0
184,0.819,0.768,0.7273,0.421384615,1,0.134,0.234,0,0.334,0.964,0.54985,0.5,0.5,0,1
185,0.654,0.76,0,0.794692308,0,0.045,0.0797,0,0.299,0.393,0.216208333,0.5,0.6667,1,0
186,0.502,0.786,0.8182,0.740153846,0,0.317,0.255,0,0.65,0.734,0.791841667,0.5,0.5,0,1
187,0.735,0.451,0,0.432769231,1,0.0585,0.0631,0.000013,0.325,0.0854,0.366441667,0.5,0.6667,1,0
188,0.482,0.661,0,0.411846154,0,0.323,0.185,0,0.0804,0.236,0.166675,0.5,0.6667,1,0
189,0.532,0.869,1,0.685076923,1,0.172,0.157,0.00508,0.136,0.419,0.715025,0.5,0.6667,1,0
190,0.612,0.807,0.9091,0.860769231,1,0.0336,0.0495,0.0177,0.101,0.407,0.417108333,0.5,0.3333,1,0
191,0.365,0.873,0.3636,0.718692308,1,0.0436,0.0104,0,0.0839,0.202,0.683725,0.5,0.8333,0,1
192,0.562,0.857,0.6364,0.774923077,0,0.0801,0.0383,0,0.11,0.528,0.440691667,0.5,0.6667,1,0
193,0.66,0.372,0.1818,0.613461538,0,0.0314,0.417,0,0.0954,0.432,0.382883333,0,0.8333,1,0
194,0.48,0.682,0.6364,0.696923077,1,0.13,0.0696,0,0.0463,0.512,0.782825,0,0.6667,0,1
195,0.636,0.355,0.4545,0.534846154,1,0.0665,0.794,0,0.374,0.753,0.210791667,0.5,0.1667,1,0
196,0.759,0.849,0.0909,0.830923077,0,0.0317,0.000983,0.0000151,0.0864,0.735,0.400275,0.5,0.6667,0,1
197,0.675,0.885,0.0909,0.736,0,0.0436,0.217,0,0.086,0.775,0.191916667,0.5,0.6667,0,1
198,0.633,0.673,0.5455,0.584384615,0,0.258,0.297,0,0.206,0.651,0.106466667,0.5,0.6667,0,1
199,0.734,0.637,0.3636,0.640230769,0,0.141,0.0462,0.0000229,0.0602,0.638,0.799808333,0.5,0.6667,1,0
200,0.626,0.52,0.8182,0.455615385,0,0.0892,0.175,0,0.13,0.248,0.0289,0.5,0.8333,1,0
201,0.54,0.401,0,0.269307692,1,0.0364,0.576,0,0.164,0.231,0.658116667,0,0.8333,1,0
202,0.306,0.214,0.3636,0.114,1,0.0356,0.844,0.0000053,0.0839,0.108,0,0.5,0.8333,0,1
203,0.395,0.376,0.0909,0.281538462,0,0.031,0.339,0,0.109,0.145,0.425083333,0.5,0.8333,1,0
204,0.684,0.834,0.1818,0.728923077,0,0.0675,0.0646,0,0.271,0.53,0.750166667,0.5,0.5,1,0
205,0.584,0.7,1,0.748076923,1,0.0456,0.117,0,0.0939,0.425,0.424533333,0.5,0.6667,1,0
